case_id,customer_id,region,industry,customer_tier,pump_model,model_family,complexity_class,pump_age_years,operating_hours,prior_repairs_count,error_code,failure_type,severity,priority,warranty_flag,technician_id,technician_experience_years,critical_part_id,critical_part_supplier_id,parts_from_hq_flag,maintenance_kit_applied,maintenance_kit_type,maintenance_kit_threshold_hours,intake_date,received_date,diagnosis_date,repair_start_date,repair_end_date,qa_date,shipped_back_date,waiting_for_parts_days,queue_days,active_repair_days,rework_count,rework_days,qa_duration_days,repair_duration_days,qa_failed_flag,parts_cost_eur,labor_hours
RMA9504355,CUST10227,DACH,Vacuum Coating,Standard,G200D,G,Medium,2.44,7379,0,TEMP_03,Overheating,high,High,1,TECH220,4.0,G200D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP305,0,0,,9000,2024-02-10,2024-02-12,2024-02-15,2024-02-16,2024-02-24,2024-02-25,2024-02-27,1,4,8.42,0,0.0,0.91,15.53,0,538.41,58.29
RMA9504356,CUST10178,DACH,Semiconductor,Standard,T1200,T,High,4.66,7396,0,LEAK_01,Seal/Leak,medium,Normal,0,TECH205,6.0,T1200_ADD_CORROSION_SEAL_SET_T_SERIES,SUP312,1,0,,6500,2025-05-30,2025-06-01,2025-06-02,2025-06-03,2025-06-11,2025-06-11,2025-06-07,0,1,6.83,1,0.74,0.62,6.67,0,1152.24,45.18
RMA9504357,CUST10120,DACH,R&D,Key Account,G200D,G,Medium,3.68,1369,1,VIB_02,Vibration,high,High,0,TECH224,9.0,G200D_ADD_FILTER_ELEMENT_G_SERIES,SUP310,0,0,,9000,2024-05-03,2024-05-04,2024-05-05,2024-05-06,2024-05-16,2024-05-17,2024-05-14,1,2,7.98,1,1.79,0.83,10.24,0,614.19,50.84
RMA9504358,CUST10131,US,Semiconductor,Strategic,G100D,G,Medium,1.99,6291,1,CTRL_04,Control electronics,medium,Normal,1,TECH209,6.0,G100D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP301,1,0,,8000,2025-09-20,2025-09-23,2025-09-26,2025-09-26,2025-10-02,2025-10-03,2025-10-11,2,0,5.55,0,0.0,1.14,18.08,0,631.48,34.07
RMA9504359,CUST10255,EMEA,Automotive,Standard,G100D,G,Medium,4.9,1423,2,VIB_02,Vibration,high,High,0,TECH210,7.0,G100D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP309,1,0,,8000,2025-04-18,2025-04-20,2025-04-21,2025-04-22,2025-05-02,2025-05-03,2025-04-30,5,1,9.24,0,0.0,1.3,10.76,0,316.63,60.72
RMA9504360,CUST10234,DACH,Vacuum Coating,Standard,LD50,LD,Low,1.11,13676,0,LEAK_01,Seal/Leak,medium,Normal,0,TECH217,4.0,LD50_ADD_SEAL_SET_LD_SERIES,SUP301,1,0,,9500,2024-11-29,2024-12-03,2024-12-04,2024-12-05,2024-12-10,2024-12-11,2024-12-11,5,4,4.96,0,0.0,0.67,8.4,0,308.26,31.25
RMA9504361,CUST10266,APAC,Vacuum Coating,Standard,G200D,G,Medium,5.62,9489,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH205,6.0,G200D_KIT_O_RING_P_12,SUP301,1,1,PMKIT_G200D,9000,2024-08-14,2024-08-17,2024-08-20,2024-08-20,2024-08-22,2024-08-23,2024-08-20,4,3,2.2,0,0.0,1.11,3.23,0,1915.55,16.16
RMA9504362,CUST10209,DACH,Pharma,Standard,LD50,LD,Low,7.81,10958,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH223,7.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,1,PMKIT_LD50,9500,2025-01-06,2025-01-10,2025-01-11,2025-01-11,2025-01-13,2025-01-14,2025-01-13,5,2,1.73,0,0.0,0.62,3.89,1,705.48,11.16
RMA9504363,CUST10023,EMEA,Automotive,Standard,G200D,G,Medium,1.68,9395,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH218,6.0,G200D_KIT_O_RING_S_55,SUP301,1,1,PMKIT_G200D,9000,2024-10-25,2024-10-26,2024-10-27,2024-10-27,2024-10-30,2024-10-30,2024-10-29,2,2,2.48,0,0.0,0.62,3.65,0,1915.55,14.38
RMA9504364,CUST10068,EMEA,Pharma,Standard,G100D,G,Medium,6.8,12279,0,CTRL_04,Control electronics,medium,Normal,0,TECH225,5.0,G100D_ADD_BEARING_SET_G_SERIES,SUP301,1,0,,8000,2025-06-30,2025-07-01,2025-07-03,2025-07-03,2025-07-10,2025-07-11,2025-07-16,0,2,6.02,1,1.73,0.81,15.58,0,302.91,33.92
RMA9504365,CUST10309,DACH,Semiconductor,Standard,G200D,G,Medium,3.47,8417,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH218,6.0,G200D_ADD_FILTER_ELEMENT_G_SERIES,SUP310,1,1,PMKIT_G200D,9000,2025-09-05,2025-09-06,2025-09-08,2025-09-10,2025-09-13,2025-09-14,2025-09-10,2,0,2.33,0,0.0,0.98,4.19,0,1960.11,13.54
RMA9504366,CUST10241,EMEA,R&D,Standard,G100D,G,Medium,7.83,2477,3,CTRL_04,Control electronics,medium,Normal,0,TECH214,4.0,G100D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP301,1,0,,8000,2025-10-12,2025-10-16,2025-10-17,2025-10-18,2025-10-24,2025-10-25,2025-11-03,1,3,6.01,0,0.0,1.37,18.84,0,555.5,37.87
RMA9504367,CUST10258,DACH,Vacuum Coating,Standard,G200D,G,Medium,2.76,10250,4,LEAK_01,Seal/Leak,medium,Normal,0,TECH207,5.0,G200D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP307,0,0,,9000,2024-09-20,2024-09-21,2024-09-23,2024-09-24,2024-10-01,2024-10-02,2024-09-25,1,3,6.59,0,0.0,1.39,4.65,0,582.97,46.57
RMA9504368,CUST10285,DACH,Vacuum Coating,Key Account,R300,R,Medium,8.06,613,2,VIB_02,Vibration,high,High,0,TECH210,7.0,R300_ADD_VIBRATION_DAMPER_R_SERIES,SUP308,1,0,,7000,2025-03-16,2025-03-19,2025-03-20,2025-03-20,2025-03-29,2025-03-30,2025-03-29,3,4,8.8,0,0.0,0.8,10.54,0,328.76,55.34
RMA9504369,CUST10204,DACH,Vacuum Coating,Key Account,R300,R,Medium,9.37,4899,4,LEAK_01,Seal/Leak,medium,Normal,0,TECH213,4.0,R300_ADD_VIBRATION_DAMPER_R_SERIES,SUP308,0,0,,7000,2024-08-23,2024-08-24,2024-08-26,2024-08-27,2024-09-02,2024-09-03,2024-08-25,2,4,6.05,0,0.0,1.13,1.55,0,397.08,41.18
RMA9504370,CUST10300,US,Semiconductor,Standard,R300,R,Medium,4.84,665,2,VIB_02,Vibration,high,High,0,TECH206,7.0,R300_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP311,1,0,,7000,2025-09-26,2025-09-27,2025-09-30,2025-09-30,2025-10-08,2025-10-09,2025-10-06,3,1,7.75,0,0.0,1.06,9.79,0,470.48,44.75
RMA9504371,CUST10252,DACH,Semiconductor,Standard,G200D,G,Medium,1.64,8449,4,PM_SCHED,Preventive maintenance,low,Normal,1,TECH211,10.0,G200D_KIT_O_RING_S_30,SUP301,1,1,PMKIT_G200D,9000,2025-12-06,2025-12-10,2025-12-13,2025-12-15,2025-12-19,2025-12-19,2025-12-12,2,3,2.27,1,1.23,0.81,2.95,0,1915.55,16.29
RMA9504372,CUST10254,EMEA,R&D,Key Account,G400D,G,High,6.51,9869,0,PM_SCHED,Preventive maintenance,low,Normal,1,TECH200,2.0,G400D_KIT_NO_1_VANE_62X155XT6,SUP301,1,1,PMKIT_G400D,10000,2024-09-01,2024-09-05,2024-09-07,2024-09-09,2024-09-12,2024-09-13,2024-09-08,3,3,2.52,0,0.0,1.17,3.21,0,1932.21,17.8
RMA9504373,CUST10097,DACH,Semiconductor,Standard,G200D,G,Medium,1.5,10553,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH220,4.0,G200D_KIT_BEARING_6002_OPEN,SUP301,1,1,PMKIT_G200D,9000,2025-01-03,2025-01-04,2025-01-07,2025-01-07,2025-01-09,2025-01-10,2025-01-07,2,1,2.43,0,0.0,1.08,3.2,0,1915.55,15.16
RMA9504374,CUST10190,DACH,Semiconductor,Key Account,R300,R,Medium,7.2,2037,1,CTRL_04,Control electronics,medium,Normal,0,TECH202,4.0,R300_ADD_VIBRATION_DAMPER_R_SERIES,SUP308,0,0,,7000,2024-12-31,2025-01-01,2025-01-04,2025-01-06,2025-01-11,2025-01-12,2025-01-26,1,0,5.75,0,0.0,1.14,25.33,0,397.08,34.58
RMA9504375,CUST10065,EMEA,Aerospace,Standard,R300,R,Medium,1.43,3378,4,CTRL_04,Control electronics,medium,Normal,0,TECH218,6.0,R300_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,7000,2025-03-06,2025-03-08,2025-03-11,2025-03-11,2025-03-17,2025-03-18,2025-04-01,0,4,6.45,0,0.0,1.0,24.9,0,600.06,37.9
RMA9504376,CUST10007,APAC,Semiconductor,Standard,R600,R,High,7.78,9475,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH225,5.0,R600_ADD_OIL_MIST_FILTER_R_SERIES,SUP310,1,1,PMKIT_R600,8000,2025-04-21,2025-04-23,2025-04-25,2025-04-26,2025-04-29,2025-04-30,2025-04-25,5,0,2.9,0,0.0,0.92,2.83,0,2501.05,17.73
RMA9504377,CUST10211,US,Automotive,Standard,G400D,G,High,2.58,12274,2,CTRL_04,Control electronics,medium,Normal,0,TECH227,5.0,G400D_ADD_BEARING_SET_G_SERIES,SUP305,0,0,,10000,2025-01-31,2025-02-04,2025-02-05,2025-02-07,2025-02-15,2025-02-16,2025-03-06,0,1,8.12,0,0.0,1.39,30.61,1,546.18,53.2
RMA9504378,CUST10295,US,Semiconductor,Standard,G200D,G,Medium,2.87,3279,0,CTRL_04,Control electronics,medium,Normal,0,TECH205,6.0,G200D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP311,0,0,,9000,2025-10-10,2025-10-14,2025-10-17,2025-10-19,2025-10-25,2025-10-26,2025-11-05,2,3,6.33,0,0.0,0.94,22.57,0,569.63,35.96
RMA9504379,CUST10255,EMEA,Automotive,Standard,LD50,LD,Low,3.9,571,4,VIB_02,Vibration,high,High,0,TECH223,7.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,0,,9500,2025-03-30,2025-04-02,2025-04-03,2025-04-05,2025-04-11,2025-04-13,2025-04-12,5,3,5.92,0,0.0,1.36,10.08,0,308.26,43.95
RMA9504380,CUST10069,US,R&D,Standard,G100D,G,Medium,9.45,8446,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH217,4.0,G100D_KIT_SPRING_PHI10X22,SUP301,1,1,PMKIT_G100D,8000,2024-05-18,2024-05-20,2024-05-22,2024-05-22,2024-05-25,2024-05-26,2024-05-24,2,1,2.35,0,0.0,0.97,4.01,0,1958.51,17.43
RMA9504381,CUST10268,APAC,Semiconductor,Key Account,G400D,G,High,5.69,13970,1,TEMP_03,Overheating,high,High,0,TECH206,7.0,G400D_ADD_FILTER_ELEMENT_G_SERIES,SUP302,0,0,,10000,2025-06-24,2025-06-26,2025-06-29,2025-06-30,2025-07-10,2025-07-11,2025-07-11,0,3,9.48,0,0.0,1.26,15.64,0,411.83,60.83
RMA9504382,CUST10299,DACH,Pharma,Standard,G100D,G,Medium,0.87,12136,2,CONT_05,Contamination,medium,Normal,0,TECH226,4.0,G100D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP300,1,0,,8000,2024-04-25,2024-04-28,2024-05-01,2024-05-01,2024-05-07,2024-05-09,2024-05-25,3,3,6.47,0,0.0,1.2,27.82,0,359.7,41.06
RMA9504383,CUST10045,US,Automotive,Standard,LD50,LD,Low,5.31,3393,2,TEMP_03,Overheating,high,High,0,TECH218,6.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,0,,9500,2025-02-02,2025-02-04,2025-02-06,2025-02-06,2025-02-13,2025-02-14,2025-02-19,0,1,7.24,0,0.0,0.86,15.61,0,308.26,46.16
RMA9504384,CUST10034,US,Pharma,Standard,G200D,G,Medium,5.87,9908,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH226,4.0,G200D_KIT_OIL_SEAL_SC_17_30_7,SUP301,1,1,PMKIT_G200D,9000,2024-09-29,2024-10-01,2024-10-03,2024-10-05,2024-10-07,2024-10-08,2024-10-04,3,0,2.3,0,0.0,1.01,3.34,0,1915.55,12.75
RMA9504385,CUST10311,US,Semiconductor,Standard,G100D,G,Medium,9.4,4564,3,LEAK_01,Seal/Leak,medium,Normal,1,TECH211,10.0,G100D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP301,1,0,,8000,2025-02-28,2025-03-04,2025-03-05,2025-03-07,2025-03-14,2025-03-14,2025-03-12,3,3,6.35,0,0.0,0.66,8.17,1,631.48,44.84
RMA9504386,CUST10279,APAC,Pharma,Strategic,G100D,G,Medium,6.63,1425,2,CTRL_04,Control electronics,medium,Normal,0,TECH213,4.0,G100D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP300,1,0,,8000,2024-06-29,2024-07-01,2024-07-02,2024-07-04,2024-07-10,2024-07-11,2024-07-18,4,1,5.41,0,0.0,1.23,17.59,0,359.7,33.15
RMA9504387,CUST10061,DACH,Semiconductor,Standard,T800,T,High,4.37,6155,2,VIB_02,Vibration,high,High,0,TECH210,7.0,T800_ADD_PRESSURE_SENSOR_T_SERIES_SPARE,SUP301,1,0,,6000,2025-11-29,2025-11-30,2025-12-02,2025-12-04,2025-12-15,2025-12-16,2025-12-09,0,1,10.5,0,0.0,0.82,9.86,0,1173.19,60.11
RMA9504388,CUST10214,DACH,Aerospace,Key Account,LD50,LD,Low,2.61,7926,4,CTRL_04,Control electronics,medium,Normal,0,TECH208,7.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,0,,9500,2024-10-04,2024-10-05,2024-10-08,2024-10-10,2024-10-16,2024-10-16,2024-10-26,0,4,5.11,0,0.0,0.64,21.76,0,308.26,37.04
RMA9504389,CUST10281,DACH,Vacuum Coating,Key Account,T800,T,High,1.95,9228,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH222,4.0,T800_ADD_PRESSURE_SENSOR_T_SERIES_SPARE,SUP301,1,0,,6000,2025-11-08,2025-11-09,2025-11-11,2025-11-12,2025-11-19,2025-11-19,2025-11-12,2,1,7.07,0,0.0,0.7,3.19,0,1173.19,49.84
RMA9504390,CUST10012,US,Pharma,Standard,T1200,T,High,6.82,8186,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH207,5.0,T1200_KIT_TEFLON_TUBE_OD1_8,SUP301,1,1,PMKIT_T1200,6500,2024-11-08,2024-11-12,2024-11-14,2024-11-14,2024-11-19,2024-11-20,2024-11-15,0,0,3.07,1,1.87,0.85,3.89,0,1461.04,22.88
RMA9504391,CUST10039,DACH,R&D,Standard,LD50,LD,Low,5.81,8200,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH222,4.0,LD50_KIT_VANE_SPRING_PHI24X24,SUP301,1,1,PMKIT_LD50,9500,2026-01-14,2026-01-15,2026-01-17,2026-01-19,2026-01-21,2026-01-23,2026-01-18,0,0,1.99,0,0.0,1.38,3.91,0,534.8,13.45
RMA9504392,CUST10068,EMEA,Pharma,Standard,G200D,G,Medium,9.19,9059,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH213,4.0,G200D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP305,1,1,PMKIT_G200D,9000,2024-07-12,2024-07-13,2024-07-14,2024-07-16,2024-07-19,2024-07-20,2024-07-17,1,1,2.21,0,0.0,1.19,4.05,0,2299.99,14.05
RMA9504393,CUST10174,DACH,Aerospace,Strategic,T800,T,High,1.27,1782,2,LEAK_01,Seal/Leak,medium,Normal,0,TECH207,5.0,T800_ADD_CORROSION_SEAL_SET_T_SERIES,SUP301,1,0,,6000,2025-04-18,2025-04-21,2025-04-24,2025-04-25,2025-05-05,2025-05-06,2025-04-27,0,2,8.31,1,1.87,1.19,6.79,0,366.25,56.98
RMA9504394,CUST10213,DACH,R&D,Standard,G200D,G,Medium,3.87,8947,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH203,9.0,G200D_ADD_BEARING_SET_G_SERIES,SUP300,1,1,PMKIT_G200D,9000,2024-11-26,2024-11-28,2024-11-30,2024-11-30,2024-12-02,2024-12-03,2024-12-01,0,4,2.35,0,0.0,1.33,3.72,0,2100.74,15.78
RMA9504395,CUST10162,DACH,Vacuum Coating,Standard,G200D,G,Medium,6.38,8415,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH224,9.0,G200D_ADD_FILTER_ELEMENT_G_SERIES,SUP310,1,1,PMKIT_G200D,9000,2024-05-10,2024-05-14,2024-05-17,2024-05-18,2024-05-21,2024-05-22,2024-05-17,4,4,2.35,0,0.0,1.09,3.09,0,1960.11,13.33
RMA9504396,CUST10212,DACH,Semiconductor,Standard,T1200,T,High,0.94,6469,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH222,4.0,T1200_ADD_BEARING_SET_T_SERIES,SUP310,1,1,PMKIT_T1200,6500,2025-04-25,2025-04-26,2025-04-28,2025-04-29,2025-05-01,2025-05-02,2025-04-28,5,4,2.96,0,0.0,0.91,2.73,1,1642.99,20.96
RMA9504397,CUST10246,US,R&D,Key Account,G400D,G,High,9.04,5496,4,CTRL_04,Control electronics,medium,Normal,0,TECH205,6.0,G400D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP303,0,0,,10000,2024-04-28,2024-04-29,2024-05-01,2024-05-01,2024-05-08,2024-05-09,2024-05-15,1,1,6.66,0,0.0,1.34,16.54,1,327.97,45.32
RMA9504398,CUST10181,DACH,Semiconductor,Key Account,T800,T,High,8.33,6490,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH218,6.0,T800_ADD_BEARING_SET_T_SERIES,SUP305,1,1,PMKIT_T800,6000,2025-10-07,2025-10-11,2025-10-12,2025-10-13,2025-10-16,2025-10-17,2025-10-15,0,4,3.04,0,0.0,0.84,4.27,0,1581.77,16.97
RMA9504399,CUST10110,APAC,Vacuum Coating,Standard,T800,T,High,3.11,6386,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH205,6.0,T800_KIT_OIL_SEAL_SC_15_30_7,SUP301,1,1,PMKIT_T800,6000,2024-11-15,2024-11-17,2024-11-20,2024-11-22,2024-11-24,2024-11-25,2024-11-20,5,4,2.56,0,0.0,0.95,3.69,0,1408.59,18.23
RMA9504400,CUST10021,DACH,Vacuum Coating,Standard,G400D,G,High,2.45,10145,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH211,10.0,G400D_KIT_O_RING_P_8,SUP301,1,1,PMKIT_G400D,10000,2025-02-07,2025-02-10,2025-02-12,2025-02-12,2025-02-14,2025-02-16,2025-02-13,1,0,2.6,0,0.0,1.37,3.44,0,1932.21,15.9
RMA9504401,CUST10270,DACH,R&D,Standard,R600,R,High,5.03,7899,1,PM_SCHED,Preventive maintenance,low,Normal,1,TECH205,6.0,R600_ADD_BEARING_SET_R_SERIES,SUP301,1,1,PMKIT_R600,8000,2025-04-20,2025-04-23,2025-04-24,2025-04-25,2025-04-28,2025-04-29,2025-04-26,0,2,2.96,0,0.0,1.12,3.93,0,2402.66,19.38
RMA9504402,CUST10285,DACH,Vacuum Coating,Key Account,R300,R,Medium,6.73,3092,0,TEMP_03,Overheating,high,High,0,TECH213,4.0,R300_ADD_CORROSION_SEAL_SET_R_SERIES,SUP307,0,0,,7000,2024-12-04,2024-12-07,2024-12-10,2024-12-10,2024-12-18,2024-12-20,2024-12-22,1,4,8.62,0,0.0,1.27,15.32,0,397.08,57.61
RMA9504403,CUST10225,DACH,Vacuum Coating,Key Account,G100D,G,Medium,1.07,1696,4,LEAK_01,Seal/Leak,medium,Normal,0,TECH206,7.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2025-02-26,2025-02-27,2025-03-01,2025-03-03,2025-03-09,2025-03-11,2025-03-08,3,2,6.36,0,0.0,1.15,9.68,0,631.48,37.6
RMA9504404,CUST10095,DACH,R&D,Standard,T800,T,High,7.53,5855,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH224,9.0,T800_KIT_PRESSURE_SENSOR_T_SERIES,SUP301,1,1,PMKIT_T800,6000,2025-06-22,2025-06-24,2025-06-27,2025-06-27,2025-06-29,2025-07-01,2025-06-27,3,4,2.78,0,0.0,1.34,3.7,0,1408.59,20.17
RMA9504405,CUST10142,DACH,Automotive,Standard,R300,R,Medium,2.45,2166,3,CTRL_04,Control electronics,medium,Normal,0,TECH210,7.0,R300_ADD_CORROSION_SEAL_SET_R_SERIES,SUP307,1,0,,7000,2024-04-25,2024-04-28,2024-04-30,2024-05-01,2024-05-07,2024-05-08,2024-05-22,0,2,5.85,0,0.0,1.3,24.64,0,370.85,41.46
RMA9504406,CUST10135,DACH,Automotive,Key Account,LD50,LD,Low,8.0,9065,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH216,5.0,LD50_KIT_O_RING_S_24,SUP301,1,1,PMKIT_LD50,9500,2024-02-17,2024-02-18,2024-02-21,2024-02-22,2024-02-24,2024-02-24,2024-02-21,3,3,1.72,0,0.0,0.66,3.75,0,534.8,10.44
RMA9504407,CUST10228,APAC,Automotive,Standard,R600,R,High,5.56,2778,1,VIB_02,Vibration,high,High,0,TECH208,7.0,R600_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,8000,2025-05-22,2025-05-24,2025-05-27,2025-05-29,2025-06-09,2025-06-09,2025-06-03,5,4,10.56,0,0.0,0.8,10.4,0,403.79,68.97
RMA9504408,CUST10146,DACH,Pharma,Standard,G200D,G,Medium,8.86,7144,3,CONT_05,Contamination,medium,Normal,0,TECH216,5.0,G200D_ADD_FILTER_ELEMENT_G_SERIES,SUP310,0,0,,9000,2025-06-13,2025-06-14,2025-06-16,2025-06-16,2025-06-21,2025-06-22,2025-07-13,0,4,5.45,0,0.0,0.78,29.1,0,318.66,38.51
RMA9504409,CUST10226,DACH,Pharma,Standard,G200D,G,Medium,3.4,6498,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH223,7.0,G200D_ADD_BEARING_SET_G_SERIES,SUP300,0,0,,9000,2025-01-26,2025-01-30,2025-02-01,2025-02-01,2025-02-06,2025-02-07,2025-02-10,2,1,5.56,0,0.0,1.06,11.8,0,305.32,41.15
RMA9504410,CUST10273,US,Vacuum Coating,Key Account,LD50,LD,Low,3.68,9504,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH222,4.0,LD50_KIT_OIL_SEAL_SC_15_30_7,SUP301,1,1,PMKIT_LD50,9500,2026-01-01,2026-01-02,2026-01-04,2026-01-05,2026-01-07,2026-01-07,2026-01-05,0,1,2.03,0,0.0,0.66,3.1,1,534.8,12.33
RMA9504411,CUST10119,DACH,Automotive,Standard,G200D,G,Medium,6.39,7705,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH205,6.0,G200D_KIT_OIL_SEAL_HTC_17_40_9,SUP301,1,1,PMKIT_G200D,9000,2025-01-20,2025-01-21,2025-01-23,2025-01-23,2025-01-25,2025-01-26,2025-01-24,1,0,1.89,0,0.0,1.2,3.61,0,1915.55,11.97
RMA9504412,CUST10001,US,Aerospace,Standard,R600,R,High,5.56,7189,0,CONT_05,Contamination,medium,Normal,0,TECH206,7.0,R600_ADD_OIL_MIST_FILTER_R_SERIES,SUP310,1,0,,8000,2024-09-18,2024-09-21,2024-09-24,2024-09-24,2024-10-02,2024-10-03,2024-10-19,2,2,8.21,0,0.0,0.74,28.13,0,218.87,49.85
RMA9504413,CUST10035,US,Automotive,Key Account,G100D,G,Medium,6.86,7618,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH216,5.0,G100D_KIT_O_RING_S_24,SUP301,1,1,PMKIT_G100D,8000,2025-04-14,2025-04-18,2025-04-19,2025-04-19,2025-04-21,2025-04-22,2025-04-20,2,4,2.44,0,0.0,0.8,2.69,0,1958.51,15.56
RMA9504414,CUST10296,DACH,R&D,Standard,G400D,G,High,4.71,9410,0,LEAK_01,Seal/Leak,medium,Normal,0,TECH223,7.0,G400D_ADD_FILTER_ELEMENT_G_SERIES,SUP302,0,0,,10000,2024-12-23,2024-12-26,2024-12-27,2024-12-28,2025-01-04,2025-01-06,2024-12-30,2,4,7.29,0,0.0,1.24,4.34,0,172.68,48.56
RMA9504415,CUST10069,US,R&D,Standard,G100D,G,Medium,1.41,7775,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH223,7.0,G100D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP309,1,0,,8000,2025-01-07,2025-01-10,2025-01-11,2025-01-12,2025-01-19,2025-01-20,2025-01-12,1,2,6.61,0,0.0,0.8,2.08,0,555.5,45.2
RMA9504416,CUST10042,EMEA,R&D,Strategic,R300,R,Medium,7.47,7812,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH223,7.0,R300_KIT_O_RING_S_24,SUP301,1,1,PMKIT_R300,7000,2024-09-10,2024-09-13,2024-09-15,2024-09-16,2024-09-18,2024-09-19,2024-09-16,3,0,2.43,0,0.0,0.89,3.85,0,2210.8,15.49
RMA9504417,CUST10064,DACH,Vacuum Coating,Standard,R300,R,Medium,1.32,2744,4,CONT_05,Contamination,medium,Normal,0,TECH218,6.0,R300_ADD_VIBRATION_DAMPER_R_SERIES,SUP308,1,0,,7000,2024-09-03,2024-09-04,2024-09-06,2024-09-07,2024-09-14,2024-09-14,2024-10-01,0,0,6.54,0,0.0,0.68,27.35,0,600.06,40.16
RMA9504418,CUST10123,DACH,Pharma,Standard,R300,R,Medium,1.98,828,1,LEAK_01,Seal/Leak,medium,Normal,0,TECH210,7.0,R300_ADD_OIL_MIST_FILTER_R_SERIES,SUP305,1,0,,7000,2024-07-26,2024-07-27,2024-07-28,2024-07-28,2024-08-03,2024-08-04,2024-08-06,3,1,5.39,0,0.0,1.14,10.86,0,600.06,36.97
RMA9504419,CUST10316,EMEA,Vacuum Coating,Standard,G100D,G,Medium,8.55,6122,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH204,12.0,G100D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP309,1,1,PMKIT_G100D,8000,2024-05-12,2024-05-13,2024-05-16,2024-05-17,2024-05-19,2024-05-20,2024-05-15,3,2,2.02,0,0.0,1.03,2.97,0,2415.52,13.81
RMA9504420,CUST10010,DACH,Vacuum Coating,Standard,R300,R,Medium,3.53,8724,0,CTRL_04,Control electronics,medium,Normal,0,TECH205,6.0,R300_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP311,1,0,,7000,2024-12-29,2025-01-01,2025-01-03,2025-01-04,2025-01-10,2025-01-11,2025-01-23,3,0,6.18,0,0.0,1.39,22.01,0,600.06,39.39
RMA9504421,CUST10203,DACH,R&D,Key Account,G100D,G,Medium,3.59,6057,2,LEAK_01,Seal/Leak,medium,Normal,1,TECH218,6.0,G100D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP301,1,0,,8000,2025-01-18,2025-01-22,2025-01-23,2025-01-23,2025-01-30,2025-01-31,2025-01-24,5,1,6.59,0,0.0,1.0,2.03,0,457.01,40.61
RMA9504422,CUST10302,US,Vacuum Coating,Standard,R300,R,Medium,9.23,3922,4,CONT_05,Contamination,medium,Normal,0,TECH203,9.0,R300_ADD_OIL_MIST_FILTER_R_SERIES,SUP305,1,0,,7000,2024-02-06,2024-02-07,2024-02-08,2024-02-10,2024-02-16,2024-02-16,2024-03-07,3,0,5.4,0,0.0,0.64,29.43,0,600.06,35.41
